ns_count,mx_count,inactive_status,is_inactive,has_features,redirect_count,a_count,ocr_length,ocr_has_login_keywords,ocr_has_verify_keywords,doc_length,doc_form_count,doc_has_login_keywords,doc_has_verify_keywords,doc_has_password_keywords,doc_has_credential_keywords,url_length,domain_length,registrable_length,dot_count,dash_count,underscore_count,at_count,slash_count,question_count,equal_count,ampersand_count,digit_count,subdomain_depth,has_subdomain,subdomain_length,subdomain_has_digits,subdomain_has_hyphen,tld_length,is_high_risk_tld,is_trusted_tld,is_numeric_tld,path_length,path_depth,has_query,query_length,query_param_count,path_has_phishing_keyword,url_entropy,domain_entropy,is_idn,has_homograph,has_cse_keyword,has_typo_pattern,has_suspicious_hyphen,url_has_phishing_keyword,is_ip_address,has_custom_port,is_very_new,domain_age_days,days_until_expiry,is_newly_registered,form_count,js_keylogger,js_redirect_detected,js_eval_usage,num_hyphens,js_obfuscated_count,html_size,domain_hyphens,num_subdomains,forms_to_ip,trusted_issuer,path_has_fragment,mixed_script,js_risk_score,password_fields,domain_mismatch,external_scripts,iframe_count,path_has_query,is_self_signed,js_form_manipulation,uses_https,has_suspicious_forms,num_underscores,num_slashes,has_repeated_digits,forms_to_suspicious_tld,subdomain_entropy,external_stylesheets,has_credential_form,suspicious_form_count,forms_to_private_ip,email_fields,num_dots,js_obfuscated,js_encoding_count,avg_subdomain_length,external_links,js_eval_count,images_count,favicon_size,keyword_count
0.0,0.0,4.0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,0,215,59,13,4,0,1,0,1,0,0,0,17,1,1,17,0,0,8,0,0,0,146,1,0,0,0,0,5.125957910627408,4.2241943810234615,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.0,1.0,1,0,2.0,0,0,0,0,0,0,0,0,0,574,81,24,19,0,1,0,3,0,0,1,85,3,1,55,0,0,8,0,0,0,473,3,0,0,0,0,5.250718540770977,4.099143682838836,0,0,0,1,0,0,0,1,0.0,3474.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.0,1.0,1,0,2.0,0,0,0,0,0,0,0,0,0,518,61,14,18,0,1,0,1,0,0,1,81,3,1,45,0,0,7,0,0,0,437,1,0,0,0,0,5.2702151385870994,4.184092461431995,0,0,1,1,0,0,0,1,0.0,7549.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.0,1.0,1,0,1.0,0,0,0,0,0,0,0,0,0,391,63,15,13,0,1,0,1,0,0,1,38,5,1,51,0,0,11,0,0,0,310,1,0,0,0,0,5.1715524477557,4.122231964125024,0,0,1,1,0,0,0,1,0.0,7841.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,4.0,1.0,1,0,1.0,0,0,0,0,0,0,0,0,0,444,57,12,16,0,1,0,1,0,0,1,40,3,1,45,0,0,11,0,0,0,368,1,0,0,0,0,5.112741301144341,4.0603362871532065,0,0,1,0,0,0,0,1,0.0,3222.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,214,0,0,0,0,0,536,77,22,17,0,1,0,1,0,0,1,84,3,1,53,0,0,7,0,0,0,439,1,0,0,0,0,5.315374990178409,4.271683827152284,0,0,0,1,0,0,0,1,0.0,7549.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,226,0.0,0,0,0,18390,1,0,0,0,0,757,32,11,10,2,1,0,7,0,0,1,57,0,0,0,0,0,32,0,0,0,694,6,0,0,0,1,5.094317114792653,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,428361.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,23.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.585,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,776.0,0.0,283.0,230649.0,0.0
0.0,0.0,0.0,0.0,1,79,1.0,0,0,0,3140,2,0,0,0,0,399,63,15,10,0,1,0,1,0,0,1,39,3,1,51,0,0,11,0,0,0,318,1,0,0,0,0,5.121796399308135,3.8883494024420586,0,0,0,0,0,0,0,1,0.0,7603.0,66.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,79559.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.75,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,87.0,0.0,81.0,9384.0,0.0
0.0,1.0,0.0,0.0,1,205,1.0,0,0,0,12960,0,0,1,0,0,409,55,11,12,0,1,0,1,0,0,1,40,3,1,43,0,0,11,0,0,0,335,1,0,0,0,0,5.161976645087295,4.114258177675368,0,0,0,0,0,0,0,1,0.0,7603.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141565.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,60.0,0.0,104.0,1406.0,0.0
4.0,0.0,0.0,0.0,1,82,1.0,0,0,0,8047,2,0,1,0,0,472,61,14,17,0,1,0,3,0,0,1,46,1,1,18,0,0,8,0,0,0,392,3,0,0,0,0,5.153506942017564,4.0054597245100325,0,0,1,0,0,0,0,1,0.0,8045.0,355.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,102811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,248.0,0.0,47.0,1150.0,1.0
0.0,0.0,0.0,0.0,1,62,2.0,0,0,0,3113,0,0,0,0,0,522,63,15,21,1,1,0,1,0,0,1,86,5,1,51,0,0,7,0,0,0,439,1,0,0,0,0,5.347559273309447,4.138672083471546,0,0,1,1,0,0,0,1,0.0,6099.0,1205.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,62534.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.1281,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.5,29.0,0.0,70.0,1150.0,0.0
4.0,3.0,0.0,0.0,1,230,1.0,0,0,0,6019,1,0,1,0,0,538,53,10,24,0,1,0,1,0,0,1,48,3,1,42,0,0,10,0,0,0,465,1,0,0,0,0,5.176382880277486,4.190487559178972,0,0,0,0,0,0,0,1,0.0,3416.0,600.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,135791.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,102.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,31.0,0.0,43.0,0.0,0.0
0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,241,0,0,0,0,0,502,32,13,10,2,1,0,5,0,0,1,45,0,0,0,0,0,32,0,0,0,451,4,0,0,0,0,5.172519087030301,4.3246987351738495,1,1,0,1,0,0,0,1,0.0,10295.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,424,65,16,15,0,1,0,1,0,0,1,38,5,1,53,0,0,11,0,0,0,340,1,0,0,0,0,5.157551082419939,4.0594758893524165,0,0,1,1,0,0,0,1,0.0,7603.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,465,61,14,18,0,1,0,1,0,0,1,63,5,1,50,0,0,10,0,0,0,385,1,0,0,0,0,5.298333251104579,4.163680781139593,0,0,1,1,0,0,0,1,0.0,8268.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,506,57,12,24,0,1,0,1,0,0,1,47,3,1,46,0,0,10,0,0,0,429,1,0,0,0,0,5.182314272583742,4.060336287153207,0,0,0,0,0,0,0,1,0.0,3465.0,2743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,389,63,15,10,0,1,0,1,0,0,1,40,3,1,46,0,0,7,0,0,0,308,1,0,0,0,0,5.175218387246753,4.003583692688711,0,0,1,1,0,0,0,1,0.0,7549.0,1946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,528,51,9,20,2,1,0,1,0,0,1,56,3,1,40,0,0,10,0,0,0,456,1,0,0,0,0,5.1959895533770535,4.07388049029835,0,0,1,0,0,0,0,1,0.0,8388.0,1108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,1,76,1.0,0,0,0,16541,3,0,1,1,1,749,32,13,10,2,1,0,5,0,0,1,52,0,0,0,0,0,32,0,0,0,686,4,0,0,0,1,5.036416745776508,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,7549.0,120.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,260788.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,102.0,0.0,37.0,9662.0,2.0
0.0,0.0,0.0,0.0,1,38,2.0,0,0,0,322,0,0,1,0,0,663,32,22,14,2,1,0,5,0,0,1,45,0,0,0,0,0,32,0,0,0,606,4,0,0,0,1,5.147578033687355,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,7993.0,1503.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18043.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.1158,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,9.5,1.0,0.0,1.0,32038.0,1.0
0.0,0.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,406,75,21,13,0,1,0,1,0,0,1,42,5,1,64,0,0,10,0,0,0,313,1,0,0,0,0,5.215047020200478,4.1241168565567765,0,0,1,1,0,0,0,1,0.0,8050.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,0,1.0,0,0,0,72,0,0,0,0,0,503,32,14,10,2,1,0,5,0,0,1,43,0,0,0,0,0,32,0,0,0,452,4,0,0,0,0,5.170163014511646,4.3246987351738495,1,1,0,1,0,0,0,1,0.0,8593.0,903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,430,55,11,11,0,1,0,1,0,0,1,45,1,1,16,0,0,7,0,0,0,356,1,0,0,0,0,5.1375918234532785,3.899911172247734,0,0,0,0,0,0,0,1,0.0,7549.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,61,2.0,0,0,0,16073,1,1,1,1,1,809,32,10,14,2,1,0,6,0,0,1,56,0,0,0,0,0,32,0,0,0,744,5,0,0,0,1,5.093161125413766,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,8268.0,132.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,198702.0,0.0,2.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.7925,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,249.0,0.0,40.0,9662.0,1.0
2.0,1.0,0.0,0.0,1,3,1.0,0,0,0,183,0,0,0,0,0,501,32,6,10,2,1,0,5,0,0,1,44,0,0,0,0,0,32,0,0,0,448,4,0,0,0,0,5.1952658921470665,4.3246987351738495,1,1,0,1,0,0,0,1,0.0,7549.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3396.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1,80,1.0,0,0,0,4622,1,0,0,0,0,755,32,13,10,2,1,0,6,0,0,1,56,0,0,0,0,0,32,0,0,0,692,5,0,0,0,1,5.112485921731843,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,9891.0,334.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,164353.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,48.0,0.0,46.0,2438.0,0.0
2.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0,0,0,0,0,0,469,67,17,15,0,1,0,1,0,0,1,52,1,1,22,0,0,7,0,0,0,383,1,0,0,0,0,5.1649641049650565,4.044567781558905,0,0,0,0,0,0,0,1,0.0,1135.0,2517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,1,2.0,0,0,0,0,0,0,0,0,0,490,63,15,13,0,1,0,1,0,0,1,76,3,1,46,0,0,7,0,0,0,408,1,0,0,0,0,5.264954162599731,4.035696194058619,0,0,1,1,0,0,0,1,0.0,7545.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
