ns_count,mx_count,inactive_status,is_inactive,has_features,redirect_count,a_count,ocr_length,ocr_has_login_keywords,ocr_has_verify_keywords,doc_length,doc_form_count,doc_has_login_keywords,doc_has_verify_keywords,doc_has_password_keywords,doc_has_credential_keywords,url_length,domain_length,registrable_length,dot_count,dash_count,underscore_count,at_count,slash_count,question_count,equal_count,ampersand_count,digit_count,subdomain_depth,has_subdomain,subdomain_length,subdomain_has_digits,subdomain_has_hyphen,tld_length,is_high_risk_tld,is_trusted_tld,is_numeric_tld,path_length,path_depth,has_query,query_length,query_param_count,path_has_phishing_keyword,url_entropy,domain_entropy,is_idn,has_homograph,has_cse_keyword,has_typo_pattern,has_suspicious_hyphen,url_has_phishing_keyword,is_ip_address,has_custom_port,is_very_new,domain_age_days,days_until_expiry,is_newly_registered,form_count,js_keylogger,js_redirect_detected,js_eval_usage,num_hyphens,js_obfuscated_count,html_size,domain_hyphens,num_subdomains,forms_to_ip,trusted_issuer,path_has_fragment,mixed_script,js_risk_score,password_fields,domain_mismatch,external_scripts,iframe_count,path_has_query,is_self_signed,js_form_manipulation,uses_https,has_suspicious_forms,num_underscores,num_slashes,has_repeated_digits,forms_to_suspicious_tld,subdomain_entropy,external_stylesheets,has_credential_form,suspicious_form_count,forms_to_private_ip,email_fields,num_dots,js_obfuscated,js_encoding_count,avg_subdomain_length,external_links,js_eval_count,images_count,favicon_size,keyword_count
0.0,0.0,0.0,0.0,1,147,1.0,0,0,0,20219,0,1,1,1,1,662,32,12,10,2,1,0,5,0,0,1,49,0,0,0,0,0,32,0,0,0,604,4,0,0,0,1,5.180644142365209,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,10137.0,3010.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,398968.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,145.0,0.0,54.0,1150.0,3.0
0.0,0.0,0.0,0.0,1,0,1.0,0,0,0,66,0,0,0,0,0,495,32,12,10,2,1,0,5,0,0,1,43,0,0,0,0,0,32,0,0,0,444,4,0,0,0,0,5.170783425634773,4.3246987351738495,1,1,0,1,0,0,0,1,0.0,7549.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,282,2.0,0,0,0,24648,1,1,1,1,1,843,32,12,10,2,1,0,6,0,0,1,57,0,0,0,0,0,32,0,0,0,777,5,0,0,0,1,5.056181358922845,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,10418.0,539.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,983594.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,107.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,268.0,0.0,202.0,894.0,3.0
2.0,3.0,0.0,0.0,1,185,1.0,0,0,0,11658,2,1,1,1,1,771,32,15,10,2,1,0,5,0,0,1,51,0,0,0,0,0,32,0,0,0,708,4,0,0,0,1,5.091829338137405,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,4619.0,493.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,194297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,72.0,0.0,104.0,1640.0,4.0
0.0,0.0,0.0,0.0,1,3,1.0,0,0,0,189,0,0,0,0,0,521,32,11,10,2,1,0,5,0,0,1,44,0,0,0,0,0,32,0,0,0,468,4,0,0,0,0,5.239996520392501,4.3246987351738495,1,1,0,1,0,0,0,1,0.0,10284.0,306.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3475.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1,276,1.0,0,0,0,13702,2,1,1,1,1,878,33,17,14,2,1,0,6,0,0,1,57,0,0,0,0,0,33,0,0,0,811,5,0,0,0,1,5.04482450659833,4.389556529224006,1,1,0,1,0,1,0,1,0.0,8237.0,3085.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,373670.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,37.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.182,17.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,7.0,85.0,0.0,86.0,3987.0,4.0
0.0,0.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,368,53,10,10,0,1,0,1,0,0,1,41,3,1,41,0,0,7,0,0,0,297,1,0,0,0,0,5.231188115473953,4.086529540229407,0,0,0,1,0,0,0,1,0.0,7546.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,163,1.0,0,0,0,33448,2,1,1,1,1,747,32,9,14,2,1,0,5,0,0,1,51,0,0,0,0,0,32,0,0,0,684,4,0,0,0,1,5.0937519749686855,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,8268.0,1228.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,184896.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.7925,7.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,46.0,0.0,134.0,109101.0,4.0
0.0,0.0,0.0,0.0,1,1,1.0,0,0,0,161,0,0,1,0,0,679,33,24,14,2,1,0,6,0,0,1,50,0,0,0,0,0,33,0,0,0,622,5,0,0,0,0,5.215328561483164,4.389556529224006,1,1,0,1,0,0,0,1,0.0,8268.0,132.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7525.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.6178,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.5,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,410,71,19,10,0,1,0,1,0,0,1,40,3,1,50,0,0,7,0,0,0,321,1,0,0,0,0,5.19492319261431,4.112854565066213,0,0,1,1,0,0,0,1,0.0,7547.0,1948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,108,2.0,0,0,0,12690,1,1,1,0,1,833,32,13,10,2,1,0,6,0,0,1,56,0,0,0,0,0,32,0,0,0,768,5,0,0,0,1,5.048459386450595,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,10686.0,269.0,0.0,1.0,0.0,1.0,1.0,0.0,15.0,1383460.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,92.0,1.0,109.0,9662.0,2.0
0.0,0.0,0.0,0.0,1,2,2.0,0,0,0,0,0,0,0,0,0,484,59,13,18,0,1,0,1,0,0,1,81,3,1,44,0,0,8,0,0,0,406,1,0,0,0,0,5.293020861492057,4.19537398119854,0,0,1,1,0,0,0,1,0.0,10942.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,1,0,1.0,0,0,0,152,0,0,0,0,0,503,32,17,7,2,1,0,5,0,0,1,43,0,0,0,0,0,32,0,0,0,452,4,0,0,0,0,5.127726740525602,4.3246987351738495,1,1,0,1,0,0,0,1,0.0,8525.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,442,2.0,0,0,0,33477,1,1,1,1,1,776,32,11,10,2,1,0,5,0,0,1,52,0,0,0,0,0,32,0,0,0,712,4,0,0,0,1,5.070045023236178,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,4504.0,2069.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,479191.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,101.0,0.0,146.0,15406.0,3.0
2.0,1.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,525,61,14,21,0,1,0,1,0,0,1,60,5,1,50,0,0,10,0,0,0,442,1,0,0,0,0,5.214252164996041,4.138930371232594,0,0,1,1,0,0,0,1,0.0,8237.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,3,2.0,0,0,0,764,0,0,0,0,0,595,33,19,10,2,1,0,5,0,0,1,45,0,0,0,0,0,33,0,0,0,540,4,0,0,0,0,5.206174156821632,4.389556529224006,1,1,0,1,0,0,0,1,0.0,10123.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4248.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,460,65,16,14,6,1,0,1,0,0,1,61,3,1,47,0,0,8,0,0,0,376,1,0,0,0,0,5.340124957300059,4.177257668537729,0,0,0,1,0,0,0,1,0.0,10645.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,1,1.0,0,0,0,153,0,0,0,0,0,517,32,10,10,2,1,0,5,0,0,1,44,0,0,0,0,0,32,0,0,0,464,4,0,0,0,0,5.268760873082948,4.3246987351738495,1,1,0,1,0,0,0,1,0.0,9123.0,1833.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2689.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
2.0,2.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,615,73,20,16,1,1,0,1,0,0,1,61,1,1,25,0,0,7,0,0,0,521,1,0,0,0,0,5.349004701341037,4.065257177364574,0,0,1,0,0,0,0,1,0.0,7536.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,1,38,1.0,0,0,0,4714,1,0,0,0,0,585,32,7,7,2,1,0,5,0,0,1,49,0,0,0,0,0,32,0,0,0,527,4,0,0,0,1,5.06459208897714,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,8369.0,396.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,0.0,31.0,0.0,0.0
0.0,0.0,0.0,0.0,1,518,1.0,0,0,0,69095,2,1,1,1,1,949,33,17,10,2,1,0,6,0,0,1,59,0,0,0,0,0,33,0,0,0,880,5,0,0,0,1,5.029218036070032,4.389556529224006,1,1,0,1,0,1,0,1,0.0,2838.0,83.0,0.0,2.0,0.0,1.0,1.0,0.0,10.0,1823052.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,208.0,2.0,689.0,15086.0,3.0
1.0,0.0,0.0,0.0,1,77,1.0,0,0,0,3814,1,1,0,1,1,724,32,7,10,2,1,0,5,0,0,1,52,0,0,0,0,0,32,0,0,0,661,4,0,0,0,1,5.070749129148257,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,9829.0,396.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3396127.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,10.0,0.0,28.0,15406.0,2.0
0.0,0.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,507,67,17,15,0,1,0,1,0,0,1,75,3,1,48,0,0,8,0,0,0,420,1,0,0,0,0,5.321710012983715,4.310137839834719,0,0,1,1,0,0,0,1,0.0,3978.0,2230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,146,1.0,0,0,0,38053,0,1,1,1,1,660,32,7,10,2,1,0,5,0,0,1,48,0,0,0,0,0,32,0,0,0,602,4,0,0,0,1,5.149164172268995,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,1999.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,393705.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,42.0,0.0,653.0,1546.0,5.0
0.0,0.0,0.0,0.0,1,48,2.0,0,0,0,4314,0,1,0,0,1,588,32,9,10,2,1,0,5,0,0,1,47,0,0,0,0,0,32,0,0,0,532,4,0,0,0,1,5.155333627739679,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,7590.0,3001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618914.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,14.0,0.0,13.0,487.0,2.0
0.0,0.0,0.0,0.0,1,103,1.0,0,0,0,26744,1,1,1,1,1,845,33,17,10,2,1,0,6,0,0,1,58,0,0,0,0,0,33,0,0,0,779,5,0,0,0,1,5.051231309032396,4.389556529224006,1,1,0,1,0,1,0,1,0.0,8655.0,110.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,225856.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,869.0,0.0,90.0,8498.0,3.0
0.0,0.0,0.0,0.0,1,91,1.0,0,0,0,7890,0,1,1,1,1,693,33,22,10,2,1,0,5,0,0,1,49,0,0,0,0,0,33,0,0,0,634,4,0,0,0,1,5.152398446332112,4.389556529224006,1,1,0,1,0,1,0,1,0.0,8862.0,1729.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,130608.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,61.0,0.0,32.0,1150.0,1.0
0.0,0.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,391,73,20,11,0,1,0,1,0,0,1,40,3,1,51,0,0,8,0,0,0,300,1,0,0,0,0,5.210521684130748,4.11416642911739,0,0,1,1,0,0,0,1,0.0,8679.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,0.0,0.0,1,1,1.0,0,0,0,217,0,0,0,0,0,562,32,10,11,2,1,0,5,0,0,1,45,0,0,0,0,0,32,0,0,0,507,4,0,0,0,0,5.139385305681914,4.3246987351738495,1,1,0,1,0,0,0,1,0.0,7617.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47669.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.585,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,8.0,0.0
3.0,2.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,532,55,11,26,0,1,0,1,0,0,1,45,3,1,43,0,0,7,0,0,0,457,1,0,0,0,0,5.093312696689601,4.05344039643998,0,0,0,0,0,0,0,1,0.0,8254.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,543,75,21,22,0,1,0,1,0,0,1,45,3,1,63,0,0,11,0,0,0,448,1,0,0,0,0,5.050056748457783,4.074461473460119,0,0,1,0,0,0,0,1,0.0,8268.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,204,0,0,0,0,0,475,32,10,11,2,1,0,5,0,0,1,43,0,0,0,0,0,32,0,0,0,424,4,0,0,0,0,5.1565612036672235,4.3246987351738495,1,1,0,1,0,0,0,1,0.0,7603.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
