ns_count,mx_count,inactive_status,is_inactive,has_features,redirect_count,a_count,ocr_length,ocr_has_login_keywords,ocr_has_verify_keywords,doc_length,doc_form_count,doc_has_login_keywords,doc_has_verify_keywords,doc_has_password_keywords,doc_has_credential_keywords,url_length,domain_length,registrable_length,dot_count,dash_count,underscore_count,at_count,slash_count,question_count,equal_count,ampersand_count,digit_count,subdomain_depth,has_subdomain,subdomain_length,subdomain_has_digits,subdomain_has_hyphen,tld_length,is_high_risk_tld,is_trusted_tld,is_numeric_tld,path_length,path_depth,has_query,query_length,query_param_count,path_has_phishing_keyword,url_entropy,domain_entropy,is_idn,has_homograph,has_cse_keyword,has_typo_pattern,has_suspicious_hyphen,url_has_phishing_keyword,is_ip_address,has_custom_port,is_very_new,domain_age_days,days_until_expiry,is_newly_registered,form_count,js_keylogger,js_redirect_detected,js_eval_usage,num_hyphens,js_obfuscated_count,html_size,domain_hyphens,num_subdomains,forms_to_ip,trusted_issuer,path_has_fragment,mixed_script,js_risk_score,password_fields,domain_mismatch,external_scripts,iframe_count,path_has_query,is_self_signed,js_form_manipulation,uses_https,has_suspicious_forms,num_underscores,num_slashes,has_repeated_digits,forms_to_suspicious_tld,subdomain_entropy,external_stylesheets,has_credential_form,suspicious_form_count,forms_to_private_ip,email_fields,num_dots,js_obfuscated,js_encoding_count,avg_subdomain_length,external_links,js_eval_count,images_count,favicon_size,keyword_count
0.0,0.0,0.0,0.0,1,259,2.0,0,0,0,22588,3,1,1,1,1,922,32,22,10,2,1,0,6,0,0,1,57,0,0,0,0,0,32,0,0,0,855,5,0,0,0,1,5.051108536622439,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,7456.0,2405.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,1344383.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,59.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,44.0,0.0,324.0,1291.0,3.0
0.0,0.0,0.0,0.0,1,186,1.0,0,0,0,5261,1,0,0,0,0,691,32,12,11,2,1,0,6,0,0,1,56,0,0,0,0,0,32,0,0,0,630,5,0,0,0,1,5.020605025920585,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,7603.0,66.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,129908.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.3219,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,122.0,0.0,146.0,9266.0,0.0
0.0,0.0,0.0,0.0,1,64,1.0,0,0,0,7136,1,0,1,1,1,763,32,17,14,2,1,0,6,0,0,1,55,0,0,0,0,0,32,0,0,0,701,5,0,0,0,1,5.09088407353691,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,7903.0,132.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,205695.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,2.8731,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.5,54.0,0.0,30.0,0.0,3.0
0.0,0.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,412,77,22,13,0,1,0,1,0,0,1,38,5,1,65,0,0,11,0,0,0,317,1,0,0,0,0,5.148639662803774,3.980902081095273,0,0,1,0,0,0,0,1,0.0,5209.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,2,1.0,0,0,0,0,0,0,0,0,0,418,81,24,13,0,1,0,1,0,0,1,38,5,1,69,0,0,11,0,0,0,319,1,0,0,0,0,5.1366753636450415,4.049444096792055,0,0,1,0,0,0,0,1,0.0,5209.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,240,2.0,0,0,0,5709,2,0,1,0,0,798,32,13,10,2,1,0,6,0,0,1,56,0,0,0,0,0,32,0,0,0,734,5,0,0,0,1,5.075697298309414,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,7448.0,221.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,442379.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,44.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,12.0,0.0,171.0,1774.0,0.0
4.0,1.0,0.0,0.0,1,0,2.0,0,0,0,0,0,0,0,0,0,522,57,12,27,0,1,0,1,0,0,1,57,3,1,45,0,0,11,0,0,0,445,1,0,0,0,0,5.114554554403997,4.08002329489746,0,0,1,0,0,0,0,1,0.0,5955.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,518,57,12,24,0,1,0,1,0,0,1,46,3,1,45,0,0,11,0,0,0,441,1,0,0,0,0,5.1753595262253755,4.178843085436776,0,0,1,0,0,0,0,1,0.0,8290.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,513,53,10,24,0,1,0,1,0,0,1,47,3,1,41,0,0,11,0,0,0,440,1,0,0,0,0,5.151430895168384,4.128469512427973,0,0,1,0,0,0,0,1,0.0,8386.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,550,2.0,0,0,0,22744,1,1,1,1,1,696,32,8,10,2,1,0,5,0,0,1,52,0,0,0,0,0,32,0,0,0,634,4,0,0,0,1,5.103713864856892,4.3246987351738495,1,1,0,1,0,1,0,1,0.0,5656.0,187.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,339081.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,396.0,0.0,210.0,0.0,1.0
4.0,0.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,513,55,11,19,0,1,0,1,0,0,1,46,3,1,42,0,0,7,0,0,0,438,1,0,0,0,0,5.208578925860178,4.1762565328429515,0,0,0,1,0,0,0,1,0.0,3922.0,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0,0,0,0,0,0,532,65,16,21,0,1,0,1,0,0,1,84,5,1,53,0,0,11,0,0,0,447,1,0,0,0,0,5.255973935650925,4.198593390813311,0,0,1,1,0,0,0,1,0.0,3360.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,533,53,10,28,2,1,0,1,0,0,1,44,3,1,41,0,0,11,0,0,0,460,1,0,0,0,0,5.11582661886484,4.086529540229407,0,0,1,0,0,0,0,1,0.0,7903.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,1,0,4.0,0,0,0,0,0,0,0,0,0,927,75,21,33,8,1,0,1,0,0,1,282,5,1,63,0,0,11,0,0,0,831,1,0,0,0,0,5.1888115114500275,4.248250777411539,0,0,1,1,0,0,0,1,0.0,3897.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0,0,0,0,0,0,493,63,15,22,0,1,0,1,0,0,1,79,5,1,51,0,0,11,0,0,0,411,1,0,0,0,0,5.249539483141398,4.103389249717197,0,0,1,1,0,0,0,1,0.0,7550.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,0.0,0.0,1,1,4.0,0,0,0,0,0,0,0,0,0,568,75,21,28,8,1,0,1,0,0,1,92,3,1,63,0,0,11,0,0,0,474,1,0,0,0,0,5.24519782416111,4.080653386082922,0,0,1,0,0,0,0,1,0.0,7810.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,4.0,1.0,1,0,1.0,0,0,0,0,0,0,0,0,0,136,55,11,3,0,1,0,1,0,0,0,13,1,1,16,0,0,7,0,0,0,76,1,0,0,0,0,5.121070405106174,4.221533350946098,0,0,0,0,0,0,0,1,0.0,3402.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,422,65,16,10,3,1,0,1,0,0,1,42,3,1,47,0,1,7,0,0,0,339,1,0,0,0,0,5.200437064476737,4.080523051725504,0,0,0,1,0,0,0,1,0.0,2760.0,1257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,3.0,0.0,0.0,1,0,3.0,0,0,0,0,0,0,0,0,0,726,63,15,45,11,1,0,1,0,0,1,89,3,1,52,0,1,10,0,0,0,643,1,0,0,0,0,5.31076802142081,4.097193066771749,0,0,0,0,0,0,0,1,0.0,2788.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,498,57,12,17,3,1,0,1,0,0,1,46,1,1,17,0,1,7,0,0,0,421,1,0,0,0,0,5.217538860110839,3.980874444820211,0,0,0,0,0,0,0,1,0.0,2756.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,538,61,14,28,4,1,0,1,0,0,1,60,1,1,19,0,0,7,0,0,0,460,1,0,0,0,0,5.2824341262832375,4.14326910084719,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,460,53,10,14,0,1,0,1,0,0,1,39,3,1,42,0,0,10,0,0,0,387,1,0,0,0,0,5.126041673815422,4.048004182116833,0,0,0,0,0,0,0,1,0.0,8268.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,399,57,12,12,0,1,0,3,0,0,1,43,3,1,43,0,0,8,0,0,0,324,3,0,0,0,0,5.280251649547209,4.266500320916594,0,0,1,1,0,0,0,1,0.0,10323.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1,0,2.0,0,0,0,0,0,0,0,0,0,443,57,12,14,0,1,0,1,0,0,1,83,3,1,43,0,0,9,0,0,0,368,1,0,0,0,0,5.222078291282513,3.940811567989927,0,0,0,1,0,0,0,1,0.0,8577.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,498,47,7,19,0,1,0,1,0,0,1,46,1,1,12,0,0,7,0,0,0,431,1,0,0,0,0,5.181936222667506,4.0336538845422325,0,0,0,0,0,0,0,1,0.0,2780.0,1602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.0,4.0,1.0,1,0,1.0,0,0,0,0,0,0,0,0,0,133,53,10,6,0,1,0,1,0,0,0,13,3,1,42,0,0,10,0,0,0,75,1,0,0,0,0,5.073859602525884,4.099983191591615,0,0,0,0,0,0,0,1,0.0,1502.0,1054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,494,49,8,15,1,1,0,1,0,0,1,44,1,1,12,0,0,8,0,0,0,425,1,0,0,0,0,5.205009427352391,4.076259272987572,0,0,0,0,0,0,0,1,0.0,10666.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,665,32,11,25,9,1,0,2,0,0,1,88,0,0,0,0,0,32,0,0,0,610,2,0,0,0,0,5.297256368526472,4.3246987351738495,1,1,0,1,0,0,0,1,0.0,9664.0,1658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,568,65,16,19,6,1,0,1,0,0,1,78,1,1,20,0,0,8,0,0,0,483,1,0,0,0,0,5.2235131980450795,4.026881706832847,0,0,1,0,0,0,0,1,0.0,2569.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,559,59,13,19,6,1,0,1,0,0,1,78,1,1,17,0,0,8,0,0,0,480,1,0,0,0,0,5.222800955743599,3.935018211724813,0,0,1,0,0,0,0,1,0.0,2000.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,559,55,11,19,6,1,0,1,0,0,1,83,1,1,15,0,0,8,0,0,0,484,1,0,0,0,0,5.245365238286882,4.110626706035009,0,0,1,0,0,0,0,1,0.0,1997.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,4.0,1.0,1,0,2.0,0,0,0,0,0,0,0,0,0,142,59,13,6,0,1,0,1,0,0,0,13,3,1,48,0,0,10,0,0,0,78,1,0,0,0,0,5.056996699259331,4.134193634174188,0,0,1,0,0,0,0,1,0.0,8176.0,1685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,4.0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,0,151,65,16,3,0,1,0,1,0,0,0,13,1,1,20,0,0,8,0,0,0,81,1,0,0,0,0,4.866800285091399,3.9404706971445775,0,0,1,0,0,0,0,1,0.0,9314.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,0.0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,0,600,57,12,25,1,1,0,3,0,0,1,53,1,1,16,0,0,8,0,0,0,523,3,0,0,0,0,5.238197350703606,4.266500320916594,0,0,1,0,0,0,0,1,0.0,6659.0,1741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
